"","Point.Forecast","Lo.68","Hi.68","Lo.95","Hi.95"
"2024 Q1",1.03099181669983,1.00033253995756,1.06165109344209,0.970565850732384,1.09141778266727
"2024 Q2",1.02909883398545,0.998236958356044,1.05996070961486,0.968273568531513,1.0899240994394
"2024 Q3",1.03219961362495,1.00098675652547,1.06341247072444,0.970682603400117,1.09371662384979
"2024 Q4",1.03316516572961,1.0015590196353,1.06477131182393,0.970873027388844,1.09545730407039
"2025 Q1",1.03055342096586,0.998773740008044,1.06233310192368,0.967919265041171,1.09318757689055
"2025 Q2",1.02867056656846,0.996697545517697,1.06064358761921,0.965655359193193,1.09168577394372
"2025 Q3",1.03177921036791,0.999458948919795,1.06409947181602,0.96807963145285,1.09547878928297
"2025 Q4",1.03275335117121,1.00004905851132,1.06545764383109,0.968296890183297,1.09720981215912
"2026 Q1",1.03015140640583,0.997283100432187,1.06301971237948,0.965371693731363,1.0949311190803
"2026 Q2",1.02827784525883,0.99522480306473,1.06133088745293,0.963134038393098,1.09342165212457
"2026 Q3",1.03139370596512,0.997996679554444,1.0647907323758,0.965571945123537,1.09721546680671
"2026 Q4",1.03237572797934,0.998603112611009,1.06614834334767,0.965813723792691,1.09893773216599
"2027 Q1",1.02978277502122,0.995855061915993,1.06371048812645,0.962915090741393,1.09665045930105
"2027 Q2",1.02791774087193,0.993813328898891,1.06202215284496,0.960701803113639,1.09513367863021
"2027 Q3",1.03104022456898,0.99659467222648,1.06548577691148,0.96315193773577,1.09892851140219
"2027 Q4",1.0320294786071,0.997216076889832,1.06684288032437,0.963416202271115,1.10064275494308
"2028 Q1",1.02944477586429,0.994484662563641,1.06440488916494,0.960542347594977,1.09834720413361
"2028 Q2",1.02758756560323,0.99245829578983,1.06271683541664,0.958351748984,1.09682338222246
"2028 Q3",1.03071612731678,0.995248206886202,1.06618404774736,0.960812868642726,1.10061938599083
"2028 Q4",1.03171201768819,0.995883376387598,1.06754065898878,0.961097818987779,1.1023262163886
"2029 Q1",1.02913488467981,0.993167451178778,1.06510231818083,0.95824714225393,1.10002262710568
"2029 Q2",1.02728485313742,0.991155369104844,1.06341433717,0.956077727446678,1.09849197882816
"2029 Q3",1.03041899280192,0.993953041142751,1.06688494446109,0.958548727483828,1.10228925812002
